"","X","ประเภทสถานศึกษา","ที่ตั้งสถานศึกษา","จำนวนรายวิชาที่ลงทะเบียน","จำนวนรายวิชาonline","จำนวนรายวิชาonsite","ระดับความพร้อมสถานศึกษา","videoConference","Live","LMS","groupChat","email","collapApps","clipVideo","อายุเฉลี่ยผู้สอน","ภาพรวมความสามารถในการใช้สื่อเทคโนโลยีของผู้สอน","climate.online1","climate.online2","climate.online3","climate.onsite1","climate.onsite2","climate.onsite3","เพศผู้เรียน","ระดับชั้น","ภูมิลำเนา","สไตล์การเรียนที่ชอบ","smartphone","ipad","computer","ความพร้อมของinternet","บรรยากาศที่พักอาศัย","ความสามารถผู้เรียนในการใช้เทคโนโลยี","ความคิดเห็นต่อการเรียน","interaction.online1","interaction.online2","interaction.online3","interaction.onsite1","interaction.onsite2","interaction.onsite3","ความเครียดขณะเรียนonline","ความเครียดขณะเรียนonsite","outcome.online1","outcome.online2","outcome.online3","outcome.online4","outcome.onsite1","outcome.onsite2","outcome.onsite3","outcome.onsite4"
"95",95,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,2,1,0,1,1,1,1,0,1,3,5,5,3,2,2,1,2,1,"กลาง",2,1,0,1,1,1,2,NA,4,3,4,2,3,2,4,5,4,5,3,52.4554614472119,2,2,2,45.7255958682859
"96",96,"โรงเรียนมัธยมศึกษา","กลาง",8,0,8,2,0,0,0,0,0,0,0,2,2,3,4,3,1,2,NA,2,1,"กลาง",2,NA,0,1,1,1,2,3,2,2,3,1,2,2,5,5,1,2,1,47.6003307037584,3,2,1,43.5915769477913
"97",97,"โรงเรียนมัธยมศึกษา","กลาง",8,6,2,4,1,1,1,0,1,0,1,1,3,4,NA,5,5,5,5,2,1,"เหนือ",3,1,0,1,1,1,1,3,3,3,4,1,2,2,3,NA,1,1,2,41.9173703407821,1,1,1,26.1465189874935
"98",98,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,1,0,1,1,1,1,1,2,3,5,4,4,1,1,2,2,1,"กลาง",1,1,0,1,1,1,1,2,3,NA,3,2,3,2,1,4,3,3,2,58.6658751817433,1,1,1,45.9005022998633
"99",99,"โรงเรียนมัธยมศึกษา","กลาง",8,1,7,2,1,0,1,0,1,1,0,2,3,5,4,3,5,4,NA,2,1,"กลาง",1,1,0,1,1,1,1,3,2,2,2,2,2,2,3,2,1,1,1,41.3712698820557,1,1,1,26.2524286011678
"100",100,"โรงเรียนมัธยมศึกษา","กลาง",8,0,8,2,0,0,0,0,0,0,0,1,3,4,5,3,3,1,NA,1,1,"อิสาน",2,1,0,1,1,1,1,1,3,2,3,NA,2,2,3,4,2,2,2,42.6772496010921,1,3,2,46.8262371718681
"101",101,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,2,0,0,1,0,0,1,1,1,3,5,5,4,2,4,4,2,1,"กลาง",2,1,0,1,1,1,2,3,4,3,4,2,1,NA,3,3,2,2,2,42.0554522371606,1,1,2,42.0832863550855
"102",102,"โรงเรียนมัธยมศึกษา","กลาง",8,4,4,2,0,1,1,0,0,1,0,1,3,5,NA,5,3,2,1,2,1,"กลาง",2,1,0,1,0,1,2,3,4,3,4,2,1,2,4,4,3,2,3,50.885769120801,1,2,1,36.4297383329476
"103",103,"โรงเรียนมัธยมศึกษา","กลาง",8,2,6,2,0,0,1,0,0,1,1,1,3,3,4,2,1,1,1,1,1,"กลาง",1,1,0,1,1,1,2,1,2,2,2,2,2,2,2,5,2,2,3,49.7089136193673,2,3,NA,53.0135382707984
"104",104,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,0,1,0,0,1,1,0,1,2,5,3,5,5,5,NA,2,1,"กลาง",2,1,1,1,1,NA,3,3,3,3,4,2,2,1,2,2,2,2,3,51.7760585812771,2,2,1,28.1902698581835
"105",105,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,2,0,1,0,0,0,1,0,2,3,3,5,4,NA,5,2,2,1,"กลาง",1,1,1,0,1,1,1,3,2,2,3,3,2,2,5,3,3,2,2,41.5645513032702,1,2,1,41.9504314578664
"106",106,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,5,1,0,0,1,0,1,1,2,2,2,3,3,3,3,3,2,1,"กลาง",1,1,0,1,1,2,1,3,2,3,3,2,2,2,5,2,2,2,2,41.658818279084,2,1,1,48.1349459287899
"107",107,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,5,1,0,1,1,1,1,0,2,2,3,4,3,3,1,2,1,1,"กลาง",2,1,1,1,1,1,2,2,4,3,5,2,2,2,4,NA,1,2,3,49.2084353793516,2,1,2,45.5022605652707
"108",108,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,1,0,1,0,0,0,1,1,3,NA,5,5,2,4,2,1,1,"กลาง",2,1,0,1,1,2,1,3,3,2,3,2,NA,2,5,1,1,2,2,46.4335838957751,1,1,1,30.7640666563404
"109",109,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,3,0,0,1,0,1,1,0,1,3,5,5,3,1,1,NA,1,1,"กลาง",2,1,0,1,1,1,2,2,4,3,4,1,2,2,2,1,2,1,2,35.7489598201056,2,2,2,46.1800640390034
"110",110,"โรงเรียนมัธยมศึกษา","กลาง",8,0,8,2,0,0,0,0,0,0,0,1,3,3,5,NA,3,4,5,2,1,"เหนือ",3,1,0,1,1,1,1,3,3,2,3,2,2,1,3,3,1,1,1,38.1446972205265,1,1,1,44.1213626289511
"111",111,"โรงเรียนมัธยมศึกษา","กลาง",9,9,0,2,0,0,0,0,1,1,0,1,3,5,4,4,3,4,NA,2,1,"กลาง",2,1,0,1,0,1,2,3,3,3,3,2,2,2,3,4,3,2,3,45.5551825993907,1,1,1,42.6230560025168
"112",112,"โรงเรียนมัธยมศึกษา","กลาง",9,9,0,3,0,0,1,1,1,0,1,1,3,5,5,5,1,3,NA,1,1,"กลาง",2,1,1,1,1,1,2,2,5,4,4,2,1,2,2,5,3,2,NA,42.8257260374277,1,1,1,32.0541590380243
"113",113,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,4,0,1,1,1,0,1,1,1,2,3,2,3,2,4,2,1,1,"กลาง",1,1,0,1,0,1,2,3,2,NA,3,2,1,2,5,1,2,3,2,46.0649715305816,1,1,1,27.6707115057791
"114",114,"โรงเรียนมัธยมศึกษา","กลาง",7,5,2,4,0,1,1,0,0,1,1,2,2,2,1,3,5,3,3,1,1,"กลาง",3,1,1,0,1,1,2,3,3,2,3,2,2,1,2,3,2,1,2,43.9725981304616,1,1,1,32.9398176850085
"115",115,"โรงเรียนมัธยมศึกษา","กลาง",8,7,1,3,1,0,0,0,0,1,1,2,3,4,5,NA,5,5,5,1,1,"กลาง",1,1,0,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,35.844779821228,1,1,1,32.7399748332029
"116",116,"โรงเรียนมัธยมศึกษา","กลาง",8,0,8,1,0,0,0,0,0,0,0,1,3,2,4,4,4,2,2,2,1,"เหนือ",2,1,0,1,1,1,2,1,3,3,2,2,2,2,4,4,1,1,1,38.3304989391785,3,2,1,42.4004818026941
"117",117,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,1,1,0,0,1,1,0,1,3,3,5,5,1,2,2,1,1,"กลาง",1,1,0,1,1,1,1,3,3,3,4,3,NA,2,5,4,1,3,2,42.0556192304083,1,2,2,38.3400188026681
"118",118,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,4,0,1,1,0,1,1,1,2,3,2,5,4,3,1,3,1,1,"เหนือ",1,0,0,1,0,2,1,3,2,2,2,2,2,3,1,2,1,2,2,44.9653599988262,2,3,1,NA
"119",119,"โรงเรียนมัธยมศึกษา","กลาง",8,7,1,4,1,1,0,1,1,1,0,1,3,NA,5,5,5,5,3,2,1,"ใต้",2,1,0,1,0,2,1,2,3,4,4,2,2,2,3,2,1,1,3,40.0380625617766,1,1,1,25.2308969461146
"120",120,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,2,0,0,0,1,1,0,1,2,2,5,NA,3,1,1,3,1,1,"กลาง",3,1,0,1,1,1,2,3,2,3,3,1,2,3,4,5,1,2,1,25.0654250494233,1,1,3,42.5204505820249
"121",121,"โรงเรียนมัธยมศึกษา","กลาง",9,4,5,1,0,0,0,0,0,1,1,1,3,5,5,5,3,4,3,1,1,"กลาง",1,1,1,1,1,2,2,3,2,3,3,NA,1,1,5,5,1,2,2,43.7611254616311,1,1,1,31.6259746385384
"122",122,"โรงเรียนมัธยมศึกษา","กลาง",7,0,7,2,0,0,0,0,0,0,0,1,3,5,2,4,4,4,2,2,1,"กลาง",1,1,0,NA,1,1,2,3,4,5,4,2,1,2,4,1,1,2,3,52.6705749584893,1,1,1,34.0863019617603
"123",123,"โรงเรียนมัธยมศึกษา","กลาง",9,9,0,3,0,0,0,0,1,1,1,1,2,5,3,3,NA,5,5,1,1,"กลาง",1,1,0,1,0,1,2,3,3,3,3,2,2,3,5,1,1,3,2,39.8818757574406,2,NA,2,37.7514402156485
"124",124,"โรงเรียนมัธยมศึกษา","กลาง",7,1,6,2,1,0,1,1,1,0,1,1,2,3,2,5,1,1,1,1,1,"กลาง",2,1,0,1,1,1,1,3,3,3,2,2,2,2,4,5,1,1,1,34.5299361145786,2,2,NA,58.7904079584521
"125",125,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,3,0,1,0,0,1,1,0,1,3,5,5,5,3,4,2,1,1,"กลาง",2,1,0,1,1,2,2,3,3,2,4,2,2,3,3,5,1,2,1,31.4266760913857,1,1,1,26.1754199813763
"126",126,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,5,1,1,1,0,1,1,1,1,3,2,4,3,2,1,2,2,1,"กลาง",2,1,1,1,1,2,2,2,5,3,5,2,2,3,2,2,1,1,2,41.348518279328,1,1,1,39.9219615814718
"127",127,"โรงเรียนมัธยมศึกษา","กลาง",8,1,7,2,1,0,1,1,1,1,0,1,2,NA,3,3,5,5,5,1,1,"กลาง",1,1,0,0,1,1,1,3,3,3,4,2,1,2,5,1,2,2,1,51.7761040872134,2,2,NA,38.4554034808636
"128",128,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,3,1,1,1,0,1,0,0,1,3,5,4,4,NA,3,3,1,1,"กลาง",2,1,1,1,NA,1,2,2,4,3,3,2,2,1,4,5,2,1,3,51.8360718960762,1,1,2,44.5545026557851
"129",129,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,0,0,1,1,0,0,1,1,3,4,NA,5,5,5,5,1,1,"กลาง",1,1,1,1,1,1,3,2,4,4,5,2,2,2,4,5,2,3,3,48.0660338647089,1,1,1,38.52135739457
"130",130,"โรงเรียนมัธยมศึกษา","กลาง",9,0,9,1,0,0,0,0,0,0,0,1,2,3,2,NA,2,2,3,2,1,"กลาง",2,1,0,1,1,2,1,1,2,2,1,2,3,2,3,1,1,2,2,42.6304990022992,1,1,1,33.5472180387916
"131",131,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,2,1,1,0,1,1,1,1,1,2,3,3,3,5,4,NA,1,1,"กลาง",3,1,0,1,1,1,1,3,3,3,4,3,2,2,5,5,2,1,2,48.4095008044406,1,2,1,29.8976531790959
"132",132,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,3,1,0,1,1,1,1,1,1,3,4,4,5,3,1,1,2,1,"อิสาน",2,1,0,1,0,1,1,2,3,4,3,2,2,1,4,5,1,2,1,39.6879815688862,1,1,1,15.9254249140182
"133",133,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,1,0,0,0,1,1,1,1,3,4,5,5,1,1,1,2,1,"กลาง",2,1,0,1,1,2,2,3,2,3,4,2,2,2,3,5,1,1,2,39.0314218611041,2,1,NA,36.6020199297985
"134",134,"โรงเรียนมัธยมศึกษา","กลาง",8,7,1,3,0,0,1,0,1,0,0,1,2,4,4,NA,2,3,2,1,1,"กลาง",1,1,1,1,1,2,2,3,3,3,3,2,1,2,NA,1,2,3,2,45.1206922941603,1,1,1,31.7813030658897
"135",135,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,1,0,1,1,1,1,1,1,3,5,5,5,3,4,NA,1,1,"กลาง",2,1,1,1,1,1,3,2,5,5,5,2,2,1,2,2,4,4,3,52.6958938877538,NA,1,1,40.3601570685015
"136",136,"โรงเรียนมัธยมศึกษา","กลาง",9,9,0,5,0,1,0,0,0,1,0,2,2,2,5,3,2,2,4,2,1,"กลาง",1,1,1,1,1,1,2,2,3,3,3,2,2,2,2,3,2,2,2,60.5538058835205,1,2,2,26.2355015032158
"137",137,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,1,0,1,0,1,1,1,1,2,4,3,4,2,3,1,1,1,"กลาง",1,NA,0,1,1,1,2,2,5,4,5,2,3,2,1,5,2,2,2,57.5551032840695,1,1,1,21.6217608331411
"138",138,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,2,0,0,1,1,1,1,1,2,2,2,3,NA,3,5,5,1,1,"กลาง",1,0,0,1,1,1,1,3,NA,3,2,2,3,2,3,4,2,3,2,31.9284185529228,1,3,2,51.9719235225867
"139",139,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,2,0,0,1,0,1,1,0,1,2,4,5,2,NA,4,4,1,1,"กลาง",1,1,1,1,1,2,2,3,4,3,3,1,1,1,2,3,2,2,2,57.4224479362238,2,2,NA,43.6960232006332
"140",140,"โรงเรียนมัธยมศึกษา","กลาง",8,3,5,3,1,1,0,0,1,1,1,1,3,2,4,4,2,2,2,1,1,"กลาง",2,1,1,1,1,1,1,3,4,3,4,1,2,2,4,4,3,2,2,49.0334519391999,1,1,1,18.9063143025216
"141",141,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,1,0,1,0,1,0,1,2,3,4,5,NA,2,2,1,2,1,"กลาง",3,1,0,1,1,1,2,NA,3,3,3,3,2,2,1,5,2,1,1,46.8457575094816,1,1,1,38.3864194086472
"142",142,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,4,0,1,1,0,1,1,1,2,3,4,5,NA,4,5,5,2,1,"กลาง",1,1,1,1,1,2,3,2,3,5,3,NA,2,2,4,4,2,3,3,45.0405588198039,2,1,1,39.9571701618209
"143",143,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,1,1,1,1,1,1,1,1,2,4,3,3,1,2,NA,1,1,"กลาง",1,1,0,1,1,2,1,3,3,3,3,2,1,2,3,2,2,1,2,39.3469659706143,1,1,2,33.9818262858239
"144",144,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,3,0,1,1,1,1,1,1,1,3,NA,4,3,4,2,2,1,1,"เหนือ",1,1,0,1,1,2,1,2,4,2,3,2,1,2,1,1,2,1,2,40.0484946286004,1,2,1,37.1960791007619
"145",145,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,4,0,1,0,1,1,1,0,1,3,3,NA,5,5,3,3,2,1,"กลาง",2,1,0,1,1,1,3,2,4,NA,3,2,1,2,1,1,2,1,2,34.0142773921432,1,1,1,41.7005226012528
"146",146,"โรงเรียนมัธยมศึกษา","กลาง",9,9,0,3,0,1,1,0,1,0,0,1,3,NA,2,4,5,2,5,2,1,"เหนือ",2,1,0,1,1,1,2,2,3,3,4,2,2,2,5,1,2,2,2,47.5883731959031,1,2,1,39.6586576800441
"147",147,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,4,1,0,1,0,1,1,0,1,3,5,5,NA,4,5,1,2,1,"กลาง",2,1,0,1,1,1,2,3,3,NA,3,1,2,2,3,4,2,1,2,52.1074880702752,2,1,3,34.5367623715401
"148",148,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,0,1,1,0,1,1,0,1,1,1,2,3,5,4,3,1,1,"อิสาน",1,1,0,1,1,1,1,2,4,3,3,3,2,NA,2,1,3,3,2,42.2798744440086,1,1,1,17.9492366579016
"149",149,"โรงเรียนมัธยมศึกษา","กลาง",9,9,0,3,0,0,0,1,1,1,1,2,2,3,NA,4,5,5,5,1,1,"กลาง",2,0,1,1,1,2,1,3,2,2,3,1,1,2,5,1,1,1,1,24.3039206284727,1,1,1,30.0905236185332
"150",150,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,2,0,0,0,0,0,1,1,1,2,3,4,3,2,NA,1,1,1,"กลาง",2,1,1,1,0,2,3,2,5,5,5,3,2,2,2,4,3,2,2,56.119382800716,1,1,1,NA
"151",151,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,4,0,0,0,0,1,1,1,1,2,4,3,5,4,3,NA,1,1,"เหนือ",3,0,1,1,0,2,1,3,3,2,3,2,1,1,5,4,2,NA,2,44.913421580416,1,1,1,29.5549026160092
"152",152,"โรงเรียนมัธยมศึกษา","กลาง",9,9,0,5,0,1,0,1,1,1,1,2,3,5,5,4,3,2,1,1,1,"กลาง",2,1,0,1,1,2,1,3,3,3,3,2,2,2,5,5,2,2,2,52.5199682318352,1,1,1,32.6485974999157
"153",153,"โรงเรียนมัธยมศึกษา","กลาง",8,4,4,3,1,1,0,0,1,1,1,1,3,4,5,3,2,2,2,2,1,"เหนือ",2,1,0,1,1,2,2,3,4,3,3,2,2,2,1,1,2,1,2,40.7404782086422,1,1,2,NA
"154",154,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,3,0,1,0,1,1,1,0,1,3,5,5,3,NA,3,3,1,1,"กลาง",1,0,0,1,1,1,1,3,3,3,2,1,1,1,3,NA,1,2,1,46.0933664911647,1,1,1,27.3073416296128
"155",155,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,0,1,1,1,0,1,1,2,2,4,2,1,NA,3,3,2,1,"กลาง",2,1,0,1,1,1,2,3,3,2,3,2,2,3,2,3,2,2,2,51.1036234242555,1,1,1,44.2802251586965
"156",156,"โรงเรียนมัธยมศึกษา","กลาง",8,0,8,1,0,0,0,0,0,0,0,1,3,4,5,2,2,2,3,1,1,"กลาง",1,1,0,0,1,1,1,1,2,1,1,2,2,2,5,1,1,1,1,33.8701218062986,1,2,2,36.2067369016075
"157",157,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,2,0,1,1,0,1,1,0,1,2,5,4,3,2,2,1,2,1,"กลาง",2,1,0,1,1,2,1,1,2,2,2,2,2,2,2,2,2,4,3,45.4835126077345,2,1,1,32.4525378548904
"158",158,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,2,0,0,1,0,0,1,0,2,3,4,5,5,4,NA,4,2,1,"เหนือ",2,1,0,1,1,2,2,3,3,4,3,2,2,2,2,4,1,1,1,39.4851548533957,1,2,1,20.9434920796461
"159",159,"โรงเรียนมัธยมศึกษา","กลาง",8,1,7,2,1,1,1,1,1,1,1,1,3,5,5,4,3,3,2,1,1,"กลาง",3,1,0,1,1,1,1,3,3,3,3,2,2,1,3,2,1,2,1,31.0582571442924,2,1,1,38.9051437353048
"160",160,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,4,0,0,1,1,0,1,0,1,2,NA,5,5,4,4,5,1,1,"กลาง",2,1,0,1,1,1,1,3,4,3,3,2,1,2,4,5,1,2,2,46.6688435119498,1,1,2,40.223471226986
"161",161,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,4,0,1,0,0,1,0,1,1,2,4,4,5,NA,4,5,2,1,"กลาง",2,1,0,1,1,1,2,3,3,3,2,2,3,2,5,4,1,2,1,37.732362021934,1,2,1,36.7284348580751
"162",162,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,2,1,0,1,0,1,0,1,2,3,4,4,5,2,2,2,2,1,"กลาง",2,1,0,1,1,1,3,3,2,3,2,2,NA,3,5,5,2,2,2,44.4104301810452,1,2,2,50.3164328907126
"163",163,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,0,1,0,0,1,0,0,2,3,3,4,4,3,3,3,1,1,"เหนือ",3,1,0,1,1,1,1,1,2,2,3,2,2,1,5,4,2,2,1,37.6197126768927,1,1,1,39.7581178601554
"164",164,"โรงเรียนมัธยมศึกษา","กลาง",8,7,1,3,0,0,1,0,1,1,0,1,3,5,4,5,3,2,2,1,1,"กลาง",2,0,0,1,1,1,1,3,3,3,2,2,2,1,5,3,3,2,1,52.0390174191981,1,2,2,NA
"165",165,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,0,1,0,0,1,1,1,1,3,NA,4,5,2,1,4,1,1,"กลาง",1,1,0,1,0,1,1,3,3,3,3,2,2,2,4,1,2,1,1,38.3342797764671,1,1,2,34.8149865128404
"166",166,"โรงเรียนมัธยมศึกษา","กลาง",8,0,8,1,0,0,0,0,0,0,0,1,3,4,4,5,1,NA,2,2,1,"กลาง",1,1,0,1,1,1,1,1,3,2,2,1,2,2,4,3,2,1,1,36.9687320337592,2,2,2,38.9433951253132
"167",167,"โรงเรียนมัธยมศึกษา","กลาง",9,0,9,1,0,0,0,0,0,0,0,1,3,3,NA,4,4,4,5,2,1,"กลาง",3,1,0,1,1,1,1,1,2,2,2,2,2,2,4,4,1,1,1,26.0361628666835,1,1,1,25.6306768142953
"168",168,"โรงเรียนมัธยมศึกษา","กลาง",7,1,6,1,0,1,1,0,0,1,1,1,2,5,NA,4,4,5,4,2,1,"กลาง",3,1,1,1,1,1,2,2,3,4,4,2,1,1,1,1,2,3,3,40.7503897326612,2,1,2,31.7769768700032
"169",169,"โรงเรียนมัธยมศึกษา","กลาง",7,6,1,2,1,0,0,0,1,1,1,1,2,3,2,NA,3,5,3,1,1,"กลาง",3,1,0,1,1,2,2,3,3,4,4,2,2,2,3,1,3,2,3,54.3850508286674,1,1,1,31.064820759269
"170",170,"โรงเรียนมัธยมศึกษา","กลาง",9,4,5,1,1,0,0,1,1,1,1,1,2,3,2,3,1,3,3,1,1,"กลาง",2,1,0,1,1,1,1,3,2,3,4,2,3,2,2,1,2,1,1,29.8585093520211,1,1,1,26.8166761432799
"171",171,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,2,0,0,1,0,0,1,0,2,2,4,2,4,2,1,3,1,1,"เหนือ",3,0,0,0,1,1,1,1,1,2,2,2,3,1,5,1,2,2,1,43.3602128954368,1,2,1,30.0007316344674
"172",172,"โรงเรียนมัธยมศึกษา","กลาง",8,0,8,1,0,0,0,0,0,0,0,1,3,4,5,5,NA,1,5,2,1,"เหนือ",1,1,0,1,1,1,2,1,2,3,3,2,2,2,5,1,1,1,1,23.9488572556286,2,2,2,33.5434213362276
"173",173,"โรงเรียนมัธยมศึกษา","กลาง",8,3,5,2,0,1,1,0,1,1,1,1,2,5,4,5,3,3,3,1,1,"กลาง",2,1,0,1,1,1,1,3,3,3,3,1,2,NA,1,1,2,1,1,48.9927776959762,2,2,2,42.9788056277369
"174",174,"โรงเรียนมัธยมศึกษา","กลาง",9,9,0,3,0,0,1,1,1,1,1,1,3,4,5,NA,2,1,1,1,1,"กลาง",3,1,NA,1,1,1,1,2,3,3,3,2,2,1,5,5,3,2,5,60.5157492536118,1,1,1,29.4195918085657
"175",175,"โรงเรียนมัธยมศึกษา","กลาง",8,2,6,1,0,1,0,0,1,0,1,2,3,3,3,NA,1,3,3,2,1,"อิสาน",2,1,1,0,1,1,1,3,2,1,3,2,2,2,5,1,1,1,1,29.8589847695877,2,2,2,38.1906359597895
"176",176,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,4,0,0,1,0,1,1,1,2,3,4,5,4,3,3,3,2,1,"กลาง",1,1,1,1,1,1,3,2,3,5,3,2,2,2,1,1,1,1,2,48.4780124795879,1,1,1,35.9195375382939
"177",177,"โรงเรียนมัธยมศึกษา","กลาง",7,1,6,2,1,0,0,0,1,0,1,1,3,3,4,5,5,3,1,1,1,"กลาง",2,1,0,0,1,1,1,1,2,2,3,1,2,2,4,5,1,1,2,36.805312784341,1,1,3,41.1696409186693
"178",178,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,2,1,1,0,1,0,0,1,1,3,5,4,4,2,3,3,1,1,"อิสาน",1,1,0,0,1,2,1,1,3,2,2,2,2,1,5,3,2,2,3,44.3783951036136,1,1,1,23.9586014884462
"179",179,"โรงเรียนมัธยมศึกษา","กลาง",8,6,2,2,0,0,0,0,1,0,1,1,3,4,4,5,3,2,NA,1,1,"กลาง",2,1,0,1,1,2,2,3,2,4,3,2,1,2,2,1,2,2,1,48.6150395336413,NA,1,1,26.7731559502427
"180",180,"โรงเรียนมัธยมศึกษา","กลาง",9,6,3,3,0,1,0,0,1,1,1,1,2,3,4,3,5,NA,5,2,1,"กลาง",1,1,1,1,1,1,3,2,5,5,5,2,2,1,1,5,3,1,2,49.4170129086215,1,1,2,38.5080099831358
"181",181,"โรงเรียนมัธยมศึกษา","กลาง",7,7,0,4,1,1,0,0,1,1,1,1,2,5,4,3,NA,5,5,2,1,"กลาง",2,1,0,1,1,1,2,3,3,3,3,2,2,2,1,1,3,2,2,38.490445160347,1,1,1,27.2188628335919
"182",182,"โรงเรียนมัธยมศึกษา","กลาง",7,4,3,2,1,1,0,0,1,1,1,1,3,4,3,4,3,4,3,1,1,"กลาง",1,1,0,1,1,2,1,3,2,3,2,2,2,2,5,1,1,1,1,30.0511942006253,2,2,2,47.6404045019235
"183",183,"โรงเรียนมัธยมศึกษา","กลาง",8,7,1,3,0,0,0,0,1,0,1,1,3,3,4,5,NA,3,1,2,1,"กลาง",1,1,1,1,0,2,3,3,3,3,3,2,2,2,2,4,2,2,3,48.0321785748509,1,2,1,34.1247922124093
"184",184,"โรงเรียนมัธยมศึกษา","กลาง",9,1,8,1,0,0,1,1,1,1,0,2,3,4,1,4,2,2,2,1,1,"กลาง",1,1,0,1,1,1,1,1,3,2,2,2,2,2,4,4,1,1,1,18.2191432511964,2,1,2,42.0273923448737
"185",185,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,4,1,1,0,1,1,1,0,1,2,2,4,2,1,1,2,2,1,"กลาง",2,1,1,1,1,1,2,3,3,3,3,2,2,2,1,5,2,1,2,NA,1,2,2,44.1945148258801
"186",186,"โรงเรียนมัธยมศึกษา","กลาง",9,9,0,3,1,0,0,1,0,1,1,1,3,4,4,4,4,NA,3,2,1,"กลาง",3,1,0,0,1,1,1,3,3,3,2,2,2,1,5,5,2,1,1,34.5072474058689,2,1,1,38.5064073199139
"187",187,"โรงเรียนมัธยมศึกษา","กลาง",7,0,7,2,0,0,0,0,0,0,0,1,3,4,5,NA,4,5,5,2,1,"กลาง",1,1,1,1,1,1,2,3,3,3,3,NA,3,1,1,5,2,2,1,28.3784383366131,1,1,1,23.357077003789
"188",188,"โรงเรียนมัธยมศึกษา","กลาง",9,7,2,2,1,1,0,0,0,1,1,1,3,5,3,5,3,3,NA,1,1,"กลาง",1,1,0,1,1,1,2,NA,3,3,3,2,2,1,2,1,2,3,1,54.4529462237497,1,1,1,37.7554704523908
"189",189,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,4,0,1,0,0,0,1,1,1,3,5,4,5,3,5,5,1,1,"กลาง",2,1,0,1,1,1,2,3,4,2,2,2,2,2,1,4,1,1,1,32.0941272414497,2,1,2,36.6251420423796
"190",190,"โรงเรียนมัธยมศึกษา","กลาง",8,8,0,3,0,0,1,0,1,1,1,1,3,5,3,3,NA,5,5,2,1,"กลาง",2,1,0,1,1,1,2,2,NA,3,3,2,2,2,2,2,3,2,2,61.4687110431898,1,1,1,28.8908161147069
"191",191,"โรงเรียนมัธยมศึกษา","กลาง",7,2,5,2,0,1,0,0,0,1,1,2,3,3,3,3,1,2,4,1,1,"กลาง",1,1,NA,1,1,1,2,2,4,4,3,3,2,2,3,2,2,1,3,50.8101245086685,2,1,1,30.6743874816705
